population,road,year,nl_med,fl_area,x,constituency_fe,ny_group,ny_group2,treat
1942.8724,.82550335,2013,4.625,.029999999,.029999999,1052,2012,2012,1
1955.6104,.751634,2009,9.4908066,,0,1097,2012,2012,1
1955.6104,.751634,2010,8.0128365,,0,1097,2012,2012,1
1955.6104,.751634,2011,8.0498018,,0,1097,2012,2012,1
1955.6104,.751634,2012,8.5798941,1.27,1.27,1097,2012,2012,1
1955.6104,.751634,2013,6.5,0,0,1097,2012,2012,1
1594.193,.82456142,2009,8.0671291,,0,1098,2012,2012,1
1594.193,.82456142,2010,6.63272,,0,1098,2012,2012,1
1594.193,.82456142,2011,6.9085317,,0,1098,2012,2012,1
1594.193,.82456142,2012,7.2585859,2.53,2.53,1098,2012,2012,1
1594.193,.82456142,2013,5.8000002,.34999999,.34999999,1098,2012,2012,1
